BRGY_CODE,REGION,MUNICIPALITY,PROVINCE,BRGY,URBANITY,,,
37101001,NL,ZAMBALES,BOTOLAN,Bangan,RURAL,#REF!,0,0
37101003,NL,ZAMBALES,BOTOLAN,Batonlapoc,RURAL,#REF!,0,0
37101004,NL,ZAMBALES,BOTOLAN,Beneg,RURAL,#REF!,0,0
37101005,NL,ZAMBALES,BOTOLAN,Capayawan,RURAL,#REF!,0,0
37101006,NL,ZAMBALES,BOTOLAN,Carael,RURAL,#REF!,0,0
37101007,NL,ZAMBALES,BOTOLAN,Danacbunga,RURAL,#REF!,0,0
37101008,NL,ZAMBALES,BOTOLAN,Maguisguis,RURAL,#REF!,0,0
37101009,NL,ZAMBALES,BOTOLAN,Mambog,RURAL,#REF!,0,0
37101010,NL,ZAMBALES,BOTOLAN,Moraza,RURAL,#REF!,0,0
37101011,NL,ZAMBALES,BOTOLAN,Paco (Pob.),RURAL,#REF!,0,0
37101013,NL,ZAMBALES,BOTOLAN,Panan,RURAL,#REF!,0,0
37101014,NL,ZAMBALES,BOTOLAN,Parel,RURAL,#REF!,0,0
37101015,NL,ZAMBALES,BOTOLAN,Paudpod,RURAL,#REF!,0,0
37101016,NL,ZAMBALES,BOTOLAN,Poonbato,RURAL,#REF!,0,0
37101017,NL,ZAMBALES,BOTOLAN,Porac,RURAL,#REF!,0,0
37101018,NL,ZAMBALES,BOTOLAN,San Isidro,RURAL,#REF!,0,0
37101019,NL,ZAMBALES,BOTOLAN,San Juan,URBAN,#REF!,0,0
37101020,NL,ZAMBALES,BOTOLAN,San Miguel,RURAL,#REF!,0,0
37101021,NL,ZAMBALES,BOTOLAN,Santiago,RURAL,#REF!,0,0
37101022,NL,ZAMBALES,BOTOLAN,Tampo (Pob.),RURAL,#REF!,0,0
37101023,NL,ZAMBALES,BOTOLAN,Taugtog,URBAN,#REF!,0,0
37101024,NL,ZAMBALES,BOTOLAN,Villar,RURAL,#REF!,0,0
37101025,NL,ZAMBALES,BOTOLAN,Bancal,RURAL,#REF!,0,0
37101026,NL,ZAMBALES,BOTOLAN,Belbel,RURAL,#REF!,0,0
37101027,NL,ZAMBALES,BOTOLAN,Binuclutan,RURAL,#REF!,0,0
37101028,NL,ZAMBALES,BOTOLAN,Burgos,RURAL,#REF!,0,0
37101029,NL,ZAMBALES,BOTOLAN,Cabatuan,RURAL,#REF!,0,0
37101030,NL,ZAMBALES,BOTOLAN,Malomboy,RURAL,#REF!,0,0
37101031,NL,ZAMBALES,BOTOLAN,Nacolcol,RURAL,#REF!,0,0
37101032,NL,ZAMBALES,BOTOLAN,Owaog-Nibloc,RURAL,#REF!,0,0
37101033,NL,ZAMBALES,BOTOLAN,Palis,RURAL,#REF!,0,0
37102001,NL,ZAMBALES,CABANGAN,Anonang,RURAL,#REF!,0,0
37102002,NL,ZAMBALES,CABANGAN,Apo-apo,RURAL,#REF!,0,0
37102004,NL,ZAMBALES,CABANGAN,Arew,RURAL,#REF!,0,0
37102005,NL,ZAMBALES,CABANGAN,Banuambayo (Pob.),RURAL,#REF!,0,0
37102006,NL,ZAMBALES,CABANGAN,Cadmang-Reserva,RURAL,#REF!,0,0
37102008,NL,ZAMBALES,CABANGAN,Camiling (Camiing),RURAL,#REF!,0,0
37102009,NL,ZAMBALES,CABANGAN,Casabaan,RURAL,#REF!,0,0
37102010,NL,ZAMBALES,CABANGAN,Dolores (Pob.),RURAL,#REF!,0,0
37102011,NL,ZAMBALES,CABANGAN,Del Carmen (Pob.),RURAL,#REF!,0,0
37102012,NL,ZAMBALES,CABANGAN,Laoag,RURAL,#REF!,0,0
37102013,NL,ZAMBALES,CABANGAN,Lomboy,RURAL,#REF!,0,0
37102014,NL,ZAMBALES,CABANGAN,Longos,RURAL,#REF!,0,0
37102016,NL,ZAMBALES,CABANGAN,Mabanglit,RURAL,#REF!,0,0
37102017,NL,ZAMBALES,CABANGAN,New San Juan,RURAL,#REF!,0,0
37102018,NL,ZAMBALES,CABANGAN,San Antonio,RURAL,#REF!,0,0
37102019,NL,ZAMBALES,CABANGAN,San Isidro,RURAL,#REF!,0,0
37102020,NL,ZAMBALES,CABANGAN,San Juan (Pob.),RURAL,#REF!,0,0
37102021,NL,ZAMBALES,CABANGAN,San Rafael,RURAL,#REF!,0,0
37102023,NL,ZAMBALES,CABANGAN,Santa Rita,RURAL,#REF!,0,0
37102024,NL,ZAMBALES,CABANGAN,Santo Niño,RURAL,#REF!,0,0
37102025,NL,ZAMBALES,CABANGAN,Tondo,RURAL,#REF!,0,0
37102026,NL,ZAMBALES,CABANGAN,Felmida-Diaz,RURAL,#REF!,0,0
37103001,NL,ZAMBALES,CANDELARIA,Babancal,RURAL,#REF!,0,0
37103002,NL,ZAMBALES,CANDELARIA,Binabalian,RURAL,#REF!,0,0
37103003,NL,ZAMBALES,CANDELARIA,Catol,RURAL,#REF!,0,0
37103004,NL,ZAMBALES,CANDELARIA,Dampay,RURAL,#REF!,0,0
37103005,NL,ZAMBALES,CANDELARIA,Lauis,RURAL,#REF!,0,0
37103006,NL,ZAMBALES,CANDELARIA,Libertador,RURAL,#REF!,0,0
37103007,NL,ZAMBALES,CANDELARIA,Malabon (San Roque),RURAL,#REF!,0,0
37103008,NL,ZAMBALES,CANDELARIA,Malimanga,RURAL,#REF!,0,0
37103011,NL,ZAMBALES,CANDELARIA,Pamibian,RURAL,#REF!,0,0
37103012,NL,ZAMBALES,CANDELARIA,Panayonan,RURAL,#REF!,0,0
37103013,NL,ZAMBALES,CANDELARIA,Pinagrealan,RURAL,#REF!,0,0
37103015,NL,ZAMBALES,CANDELARIA,Poblacion,RURAL,#REF!,0,0
37103016,NL,ZAMBALES,CANDELARIA,Sinabacan,RURAL,#REF!,0,0
37103017,NL,ZAMBALES,CANDELARIA,Taposo,RURAL,#REF!,0,0
37103018,NL,ZAMBALES,CANDELARIA,Uacon,RURAL,#REF!,0,0
37103019,NL,ZAMBALES,CANDELARIA,Yamot,RURAL,#REF!,0,0
37104001,NL,ZAMBALES,CASTILLEJOS,Balaybay,URBAN,#REF!,0,0
37104002,NL,ZAMBALES,CASTILLEJOS,Buenavista,RURAL,#REF!,0,0
37104003,NL,ZAMBALES,CASTILLEJOS,Del Pilar,URBAN,#REF!,0,0
37104004,NL,ZAMBALES,CASTILLEJOS,Looc,RURAL,#REF!,0,0
37104005,NL,ZAMBALES,CASTILLEJOS,Magsaysay,URBAN,#REF!,0,0
37104006,NL,ZAMBALES,CASTILLEJOS,Nagbayan,RURAL,#REF!,0,0
37104007,NL,ZAMBALES,CASTILLEJOS,Nagbunga,URBAN,#REF!,0,0
37104008,NL,ZAMBALES,CASTILLEJOS,San Agustin,RURAL,#REF!,0,0
37104010,NL,ZAMBALES,CASTILLEJOS,San Jose (Pob.),RURAL,#REF!,0,0
37104011,NL,ZAMBALES,CASTILLEJOS,San Juan (Pob.),URBAN,#REF!,0,0
37104012,NL,ZAMBALES,CASTILLEJOS,San Nicolas,RURAL,#REF!,0,0
37104013,NL,ZAMBALES,CASTILLEJOS,San Pablo (Pob.),URBAN,#REF!,0,0
37104014,NL,ZAMBALES,CASTILLEJOS,San Roque,RURAL,#REF!,0,0
37104015,NL,ZAMBALES,CASTILLEJOS,Santa Maria,RURAL,#REF!,0,0
37105001,NL,ZAMBALES,IBA (Capital),Amungan,URBAN,#REF!,5,5
37105002,NL,ZAMBALES,IBA (Capital),Zone 2 Pob. (Aypa),RURAL,#REF!,0,0
37105003,NL,ZAMBALES,IBA (Capital),Zone 5 Pob. (Bano),RURAL,#REF!,0,0
37105004,NL,ZAMBALES,IBA (Capital),Bangantalinga,URBAN,#REF!,0,0
37105005,NL,ZAMBALES,IBA (Capital),Zone 6 Pob. (Baytan),RURAL,#REF!,0,0
37105007,NL,ZAMBALES,IBA (Capital),Zone 3 Pob. (Botlay),RURAL,#REF!,0,0
37105008,NL,ZAMBALES,IBA (Capital),Dirita-Baloguen,RURAL,#REF!,0,0
37105009,NL,ZAMBALES,IBA (Capital),Zone 1 Pob. (Libaba),URBAN,#REF!,1,4
37105010,NL,ZAMBALES,IBA (Capital),Lipay-Dingin-Panibuatan,RURAL,#REF!,0,0
37105012,NL,ZAMBALES,IBA (Capital),Palanginan (Palanguinan-Tambak),URBAN,#REF!,5,5
37105015,NL,ZAMBALES,IBA (Capital),Zone 4 Pob. (Sagapan),RURAL,#REF!,0,0
37105016,NL,ZAMBALES,IBA (Capital),San Agustin,URBAN,#REF!,0,0
37105017,NL,ZAMBALES,IBA (Capital),Santa Barbara,RURAL,#REF!,0,0
37105018,NL,ZAMBALES,IBA (Capital),Santo Rosario,RURAL,#REF!,0,0
37106001,NL,ZAMBALES,MASINLOC,Baloganon,URBAN,#REF!,0,0
37106002,NL,ZAMBALES,MASINLOC,Bamban,RURAL,#REF!,0,0
37106003,NL,ZAMBALES,MASINLOC,Bani,URBAN,#REF!,0,0
37106004,NL,ZAMBALES,MASINLOC,Collat,RURAL,#REF!,0,0
37106005,NL,ZAMBALES,MASINLOC,Inhobol,URBAN,#REF!,0,0
37106006,NL,ZAMBALES,MASINLOC,North Poblacion,RURAL,#REF!,0,0
37106007,NL,ZAMBALES,MASINLOC,San Lorenzo,RURAL,#REF!,0,0
37106008,NL,ZAMBALES,MASINLOC,San Salvador,RURAL,#REF!,0,0
37106009,NL,ZAMBALES,MASINLOC,Santa Rita,RURAL,#REF!,0,0
37106010,NL,ZAMBALES,MASINLOC,Santo Rosario,RURAL,#REF!,0,0
37106011,NL,ZAMBALES,MASINLOC,South Poblacion,RURAL,#REF!,0,0
37106012,NL,ZAMBALES,MASINLOC,Taltal,RURAL,#REF!,0,0
37106013,NL,ZAMBALES,MASINLOC,Tapuac,RURAL,#REF!,0,0
37107001,NL,ZAMBALES,OLONGAPO CITY,Asinan,URBAN,#REF!,0,0
37107002,NL,ZAMBALES,OLONGAPO CITY,Banicain,URBAN,#REF!,0,0
37107003,NL,ZAMBALES,OLONGAPO CITY,Barreto,URBAN,#REF!,3,5
37107005,NL,ZAMBALES,OLONGAPO CITY,East Bajac-bajac,URBAN,#REF!,4,5
37107006,NL,ZAMBALES,OLONGAPO CITY,East Tapinac,URBAN,#REF!,0,0
37107008,NL,ZAMBALES,OLONGAPO CITY,Gordon Heights,URBAN,#REF!,0,0
37107011,NL,ZAMBALES,OLONGAPO CITY,Kalaklan,URBAN,#REF!,0,0
37107012,NL,ZAMBALES,OLONGAPO CITY,New Kalalake,URBAN,#REF!,0,0
37107013,NL,ZAMBALES,OLONGAPO CITY,Mabayuan,URBAN,#REF!,0,0
37107014,NL,ZAMBALES,OLONGAPO CITY,New Cabalan,URBAN,#REF!,0,0
37107015,NL,ZAMBALES,OLONGAPO CITY,New Ilalim,RURAL,#REF!,0,0
37107016,NL,ZAMBALES,OLONGAPO CITY,New Kababae,RURAL,#REF!,0,0
37107017,NL,ZAMBALES,OLONGAPO CITY,Pag-asa,URBAN,#REF!,0,0
37107018,NL,ZAMBALES,OLONGAPO CITY,Santa Rita,URBAN,#REF!,0,0
37107019,NL,ZAMBALES,OLONGAPO CITY,West Bajac-bajac,URBAN,#REF!,0,0
37107020,NL,ZAMBALES,OLONGAPO CITY,West Tapinac,URBAN,#REF!,0,0
37107021,NL,ZAMBALES,OLONGAPO CITY,Old Cabalan,URBAN,#REF!,0,0
37108001,NL,ZAMBALES,PALAUIG,Alwa,RURAL,#REF!,0,0
37108002,NL,ZAMBALES,PALAUIG,Bato,RURAL,#REF!,0,0
37108003,NL,ZAMBALES,PALAUIG,Bulawen,RURAL,#REF!,0,0
37108004,NL,ZAMBALES,PALAUIG,Cauyan,RURAL,#REF!,0,0
37108005,NL,ZAMBALES,PALAUIG,Garreta,RURAL,#REF!,0,0
37108006,NL,ZAMBALES,PALAUIG,Libaba,RURAL,#REF!,0,0
37108007,NL,ZAMBALES,PALAUIG,Liozon,RURAL,#REF!,0,0
37108008,NL,ZAMBALES,PALAUIG,Lipay,RURAL,#REF!,0,0
37108009,NL,ZAMBALES,PALAUIG,Locloc,RURAL,#REF!,0,0
37108010,NL,ZAMBALES,PALAUIG,Macarang,RURAL,#REF!,0,0
37108011,NL,ZAMBALES,PALAUIG,Magalawa,RURAL,#REF!,0,0
37108012,NL,ZAMBALES,PALAUIG,Pangolingan,RURAL,#REF!,0,0
37108013,NL,ZAMBALES,PALAUIG,East Poblacion,RURAL,#REF!,0,0
37108015,NL,ZAMBALES,PALAUIG,West Poblacion,RURAL,#REF!,0,0
37108016,NL,ZAMBALES,PALAUIG,Salaza,URBAN,#REF!,0,0
37108017,NL,ZAMBALES,PALAUIG,San Juan,RURAL,#REF!,0,0
37108018,NL,ZAMBALES,PALAUIG,Santo Niño,RURAL,#REF!,0,0
37108019,NL,ZAMBALES,PALAUIG,Santo Tomas,RURAL,#REF!,0,0
37108020,NL,ZAMBALES,PALAUIG,Tition (San Vicente),RURAL,#REF!,0,0
37109001,NL,ZAMBALES,SAN ANTONIO,Angeles,RURAL,#REF!,0,0
37109002,NL,ZAMBALES,SAN ANTONIO,Antipolo (Pob.),RURAL,#REF!,0,0
37109003,NL,ZAMBALES,SAN ANTONIO,Burgos (Pob.),URBAN,#REF!,0,0
37109004,NL,ZAMBALES,SAN ANTONIO,West Dirita,RURAL,#REF!,0,0
37109005,NL,ZAMBALES,SAN ANTONIO,East Dirita,RURAL,#REF!,0,0
37109006,NL,ZAMBALES,SAN ANTONIO,Luna (Pob.),RURAL,#REF!,0,0
37109007,NL,ZAMBALES,SAN ANTONIO,Pundaquit,RURAL,#REF!,0,0
37109008,NL,ZAMBALES,SAN ANTONIO,San Esteban,RURAL,#REF!,0,0
37109009,NL,ZAMBALES,SAN ANTONIO,San Gregorio (Pob.),RURAL,#REF!,0,0
37109010,NL,ZAMBALES,SAN ANTONIO,San Juan (Pob.),RURAL,#REF!,0,0
37109011,NL,ZAMBALES,SAN ANTONIO,San Miguel,RURAL,#REF!,0,0
37109012,NL,ZAMBALES,SAN ANTONIO,San Nicolas (Pob.),RURAL,#REF!,0,0
37109013,NL,ZAMBALES,SAN ANTONIO,Santiago,RURAL,#REF!,0,0
37109014,NL,ZAMBALES,SAN ANTONIO,Rizal,RURAL,#REF!,0,0
37110001,NL,ZAMBALES,SAN FELIPE,Amagna (Pob.),RURAL,#REF!,0,0
37110002,NL,ZAMBALES,SAN FELIPE,Apostol (Pob.),RURAL,#REF!,0,0
37110003,NL,ZAMBALES,SAN FELIPE,Balincaguing,RURAL,#REF!,0,0
37110004,NL,ZAMBALES,SAN FELIPE,Farañal (Pob.),RURAL,#REF!,0,0
37110005,NL,ZAMBALES,SAN FELIPE,Feria (Pob.),RURAL,#REF!,0,0
37110006,NL,ZAMBALES,SAN FELIPE,Maloma,URBAN,#REF!,0,0
37110007,NL,ZAMBALES,SAN FELIPE,Manglicmot (Pob.),RURAL,#REF!,0,0
37110008,NL,ZAMBALES,SAN FELIPE,Rosete (Pob.),RURAL,#REF!,0,0
37110009,NL,ZAMBALES,SAN FELIPE,San Rafael,RURAL,#REF!,0,0
37110011,NL,ZAMBALES,SAN FELIPE,Santo Niño,RURAL,#REF!,0,0
37110012,NL,ZAMBALES,SAN FELIPE,Sindol,RURAL,#REF!,0,0
37111001,NL,ZAMBALES,SAN MARCELINO,Aglao,RURAL,#REF!,4,5
37111002,NL,ZAMBALES,SAN MARCELINO,Buhawen,RURAL,#REF!,0,0
37111003,NL,ZAMBALES,SAN MARCELINO,Burgos (Pob.),RURAL,#REF!,0,0
37111004,NL,ZAMBALES,SAN MARCELINO,Consuelo Norte,RURAL,#REF!,0,0
37111005,NL,ZAMBALES,SAN MARCELINO,Consuelo Sur (Pob.),RURAL,#REF!,0,0
37111006,NL,ZAMBALES,SAN MARCELINO,La Paz (Pob.),RURAL,#REF!,0,0
37111007,NL,ZAMBALES,SAN MARCELINO,Laoag,RURAL,#REF!,0,0
37111008,NL,ZAMBALES,SAN MARCELINO,Linasin,RURAL,#REF!,4,5
37111010,NL,ZAMBALES,SAN MARCELINO,Linusungan,RURAL,#REF!,0,0
37111011,NL,ZAMBALES,SAN MARCELINO,Lucero (Pob.),RURAL,#REF!,0,0
37111012,NL,ZAMBALES,SAN MARCELINO,Nagbunga,RURAL,#REF!,0,0
37111014,NL,ZAMBALES,SAN MARCELINO,Rizal (Pob.),RURAL,#REF!,0,0
37111015,NL,ZAMBALES,SAN MARCELINO,San Guillermo (Pob.),RURAL,#REF!,0,0
37111016,NL,ZAMBALES,SAN MARCELINO,San Isidro (Pob.),RURAL,#REF!,0,0
37111017,NL,ZAMBALES,SAN MARCELINO,San Rafael,RURAL,#REF!,0,0
37111018,NL,ZAMBALES,SAN MARCELINO,Santa Fe,RURAL,#REF!,0,0
37111019,NL,ZAMBALES,SAN MARCELINO,Central (Pob.),RURAL,#REF!,0,0
37111020,NL,ZAMBALES,SAN MARCELINO,Rabanes,RURAL,#REF!,0,0
37112001,NL,ZAMBALES,SAN NARCISO,Alusiis,RURAL,#REF!,0,0
37112002,NL,ZAMBALES,SAN NARCISO,Beddeng,RURAL,#REF!,0,0
37112003,NL,ZAMBALES,SAN NARCISO,Candelaria (Pob.),RURAL,#REF!,0,0
37112004,NL,ZAMBALES,SAN NARCISO,Dallipawen,RURAL,#REF!,0,0
37112005,NL,ZAMBALES,SAN NARCISO,Grullo,RURAL,#REF!,0,0
37112006,NL,ZAMBALES,SAN NARCISO,La Paz,RURAL,#REF!,0,0
37112007,NL,ZAMBALES,SAN NARCISO,Libertad (Pob.),RURAL,#REF!,0,0
37112008,NL,ZAMBALES,SAN NARCISO,Namatacan,RURAL,#REF!,0,0
37112009,NL,ZAMBALES,SAN NARCISO,Natividad (Pob.),RURAL,#REF!,0,0
37112010,NL,ZAMBALES,SAN NARCISO,Paite,RURAL,#REF!,0,0
37112011,NL,ZAMBALES,SAN NARCISO,Patrocinio (Pob.),URBAN,#REF!,0,0
37112012,NL,ZAMBALES,SAN NARCISO,San Jose (Pob.),RURAL,#REF!,0,0
37112013,NL,ZAMBALES,SAN NARCISO,San Juan (Pob.),RURAL,#REF!,0,0
37112014,NL,ZAMBALES,SAN NARCISO,San Pascual (Pob.),RURAL,#REF!,0,0
37112015,NL,ZAMBALES,SAN NARCISO,San Rafael (Pob.),RURAL,#REF!,0,0
37112016,NL,ZAMBALES,SAN NARCISO,Siminublan,RURAL,#REF!,0,0
37112017,NL,ZAMBALES,SAN NARCISO,Omaya,RURAL,#REF!,0,0
37113001,NL,ZAMBALES,SANTA CRUZ,Babuyan,RURAL,#REF!,0,0
37113002,NL,ZAMBALES,SANTA CRUZ,Bolitoc,RURAL,#REF!,0,0
37113003,NL,ZAMBALES,SANTA CRUZ,Bangcol,RURAL,#REF!,0,0
37113004,NL,ZAMBALES,SANTA CRUZ,Bayto,RURAL,#REF!,0,0
37113005,NL,ZAMBALES,SANTA CRUZ,Biay,RURAL,#REF!,0,0
37113007,NL,ZAMBALES,SANTA CRUZ,Canaynayan,RURAL,#REF!,0,0
37113008,NL,ZAMBALES,SANTA CRUZ,Gama,RURAL,#REF!,0,0
37113009,NL,ZAMBALES,SANTA CRUZ,Guinabon,RURAL,#REF!,0,0
37113010,NL,ZAMBALES,SANTA CRUZ,Guisguis,RURAL,#REF!,0,0
37113011,NL,ZAMBALES,SANTA CRUZ,Lipay,URBAN,#REF!,0,0
37113012,NL,ZAMBALES,SANTA CRUZ,Lomboy,RURAL,#REF!,0,0
37113013,NL,ZAMBALES,SANTA CRUZ,Lucapon North,RURAL,#REF!,0,0
37113014,NL,ZAMBALES,SANTA CRUZ,Lucapon South,RURAL,#REF!,0,0
37113015,NL,ZAMBALES,SANTA CRUZ,Malabago,RURAL,#REF!,0,0
37113016,NL,ZAMBALES,SANTA CRUZ,Naulo,RURAL,#REF!,0,0
37113017,NL,ZAMBALES,SANTA CRUZ,Poblacion North,RURAL,#REF!,0,0
37113018,NL,ZAMBALES,SANTA CRUZ,Pagatpat,RURAL,#REF!,0,0
37113019,NL,ZAMBALES,SANTA CRUZ,Pamonoran,RURAL,#REF!,0,0
37113022,NL,ZAMBALES,SANTA CRUZ,Sabang,RURAL,#REF!,0,0
37113023,NL,ZAMBALES,SANTA CRUZ,San Fernando,RURAL,#REF!,0,0
37113024,NL,ZAMBALES,SANTA CRUZ,Poblacion South,URBAN,#REF!,0,0
37113025,NL,ZAMBALES,SANTA CRUZ,Tabalong,RURAL,#REF!,0,0
37113028,NL,ZAMBALES,SANTA CRUZ,Tubotubo North,RURAL,#REF!,0,0
37113029,NL,ZAMBALES,SANTA CRUZ,Tubotubo South,RURAL,#REF!,0,0
37113030,NL,ZAMBALES,SANTA CRUZ,Bulawon,RURAL,#REF!,0,0
37114001,NL,ZAMBALES,SUBIC,Aningway Sacatihan,URBAN,#REF!,0,0
37114002,NL,ZAMBALES,SUBIC,Asinan Poblacion,RURAL,#REF!,0,0
37114003,NL,ZAMBALES,SUBIC,Asinan Proper,URBAN,#REF!,0,0
37114004,NL,ZAMBALES,SUBIC,Baraca-Camachile (Pob.),URBAN,#REF!,0,0
37114005,NL,ZAMBALES,SUBIC,Batiawan,RURAL,#REF!,0,0
37114008,NL,ZAMBALES,SUBIC,Calapacuan,URBAN,#REF!,0,0
37114009,NL,ZAMBALES,SUBIC,Calapandayan (Pob.),URBAN,#REF!,0,0
37114011,NL,ZAMBALES,SUBIC,Cawag,URBAN,#REF!,0,0
37114013,NL,ZAMBALES,SUBIC,Ilwas (Pob.),URBAN,#REF!,0,0
37114014,NL,ZAMBALES,SUBIC,Mangan-Vaca,URBAN,#REF!,0,0
37114016,NL,ZAMBALES,SUBIC,Matain,URBAN,#REF!,0,0
37114017,NL,ZAMBALES,SUBIC,Naugsol,RURAL,#REF!,0,0
37114019,NL,ZAMBALES,SUBIC,Pamatawan,RURAL,#REF!,0,0
37114021,NL,ZAMBALES,SUBIC,San Isidro,URBAN,#REF!,0,0
37114022,NL,ZAMBALES,SUBIC,Santo Tomas,URBAN,#REF!,0,0
37114023,NL,ZAMBALES,SUBIC,Wawandue (Pob.),URBAN,#REF!,0,0
37701001,NL,AURORA,BALER (Capital),Barangay I (Pob.),RURAL,#REF!,0,0
37701002,NL,AURORA,BALER (Capital),Barangay II (Pob.),RURAL,#REF!,0,0
37701003,NL,AURORA,BALER (Capital),Barangay III (Pob.),RURAL,#REF!,0,0
37701004,NL,AURORA,BALER (Capital),Barangay IV (Pob.),RURAL,#REF!,0,0
37701005,NL,AURORA,BALER (Capital),Barangay V (Pob.),RURAL,#REF!,0,0
37701006,NL,AURORA,BALER (Capital),Buhangin,URBAN,#REF!,0,0
37701007,NL,AURORA,BALER (Capital),Calabuanan,RURAL,#REF!,0,0
37701008,NL,AURORA,BALER (Capital),Obligacion,RURAL,#REF!,0,0
37701009,NL,AURORA,BALER (Capital),Pingit,URBAN,#REF!,0,0
37701010,NL,AURORA,BALER (Capital),Reserva,URBAN,#REF!,0,0
37701011,NL,AURORA,BALER (Capital),Sabang,URBAN,#REF!,0,0
37701012,NL,AURORA,BALER (Capital),Suclayin,URBAN,#REF!,0,0
37701013,NL,AURORA,BALER (Capital),Zabali,RURAL,#REF!,0,0
37702001,NL,AURORA,CASIGURAN,Barangay 1 (Pob.),RURAL,#REF!,0,0
37702002,NL,AURORA,CASIGURAN,Barangay 2 (Pob.),RURAL,#REF!,0,0
37702003,NL,AURORA,CASIGURAN,Barangay 3 (Pob.),RURAL,#REF!,0,0
37702004,NL,AURORA,CASIGURAN,Barangay 4 (Pob.),RURAL,#REF!,0,0
37702005,NL,AURORA,CASIGURAN,Barangay 5 (Pob.),RURAL,#REF!,0,0
37702006,NL,AURORA,CASIGURAN,Barangay 6 (Pob.),RURAL,#REF!,0,0
37702007,NL,AURORA,CASIGURAN,Barangay 7 (Pob.),RURAL,#REF!,0,0
37702008,NL,AURORA,CASIGURAN,Barangay 8 (Pob.),RURAL,#REF!,0,0
37702009,NL,AURORA,CASIGURAN,Calabgan,RURAL,#REF!,0,0
37702010,NL,AURORA,CASIGURAN,Calangcuasan,RURAL,#REF!,0,0
37702011,NL,AURORA,CASIGURAN,Calantas,RURAL,#REF!,0,0
37702012,NL,AURORA,CASIGURAN,Culat,RURAL,#REF!,0,0
37702013,NL,AURORA,CASIGURAN,Dibet,RURAL,#REF!,0,0
37702014,NL,AURORA,CASIGURAN,Esperanza,RURAL,#REF!,0,0
37702015,NL,AURORA,CASIGURAN,Lual,RURAL,#REF!,0,0
37702016,NL,AURORA,CASIGURAN,Marikit,RURAL,#REF!,0,0
37702017,NL,AURORA,CASIGURAN,Tabas,RURAL,#REF!,0,0
37702018,NL,AURORA,CASIGURAN,Tinib,RURAL,#REF!,0,0
37702019,NL,AURORA,CASIGURAN,Bianuan,RURAL,#REF!,0,0
37702020,NL,AURORA,CASIGURAN,Cozo,RURAL,#REF!,0,0
37702021,NL,AURORA,CASIGURAN,Dibacong,RURAL,#REF!,0,0
37702022,NL,AURORA,CASIGURAN,Ditinagyan,RURAL,#REF!,0,0
37702023,NL,AURORA,CASIGURAN,Esteves,RURAL,#REF!,0,0
37702024,NL,AURORA,CASIGURAN,San Ildefonso,RURAL,#REF!,0,0
37703001,NL,AURORA,DILASAG,Diagyan,RURAL,#REF!,0,0
37703002,NL,AURORA,DILASAG,Dicabasan,RURAL,#REF!,0,0
37703003,NL,AURORA,DILASAG,Dilaguidi,RURAL,#REF!,0,0
37703004,NL,AURORA,DILASAG,Dimaseset,RURAL,#REF!,0,0
37703005,NL,AURORA,DILASAG,Diniog,RURAL,#REF!,0,0
37703006,NL,AURORA,DILASAG,Lawang,RURAL,#REF!,0,0
37703007,NL,AURORA,DILASAG,Maligaya (Pob.),RURAL,#REF!,0,0
37703008,NL,AURORA,DILASAG,Manggitahan,RURAL,#REF!,0,0
37703009,NL,AURORA,DILASAG,Masagana (Pob.),RURAL,#REF!,0,0
37703010,NL,AURORA,DILASAG,Ura,RURAL,#REF!,0,0
37703011,NL,AURORA,DILASAG,Esperanza,RURAL,#REF!,0,0
37704001,NL,AURORA,DINALUNGAN,Abuleg,RURAL,#REF!,0,0
37704002,NL,AURORA,DINALUNGAN,Zone I (Pob.),RURAL,#REF!,0,0
37704003,NL,AURORA,DINALUNGAN,Zone II (Pob.),RURAL,#REF!,0,0
37704004,NL,AURORA,DINALUNGAN,Nipoo (Bulo),RURAL,#REF!,0,0
37704005,NL,AURORA,DINALUNGAN,Dibaraybay,RURAL,#REF!,0,0
37704006,NL,AURORA,DINALUNGAN,Ditawini,RURAL,#REF!,0,0
37704007,NL,AURORA,DINALUNGAN,Mapalad,RURAL,#REF!,0,0
37704008,NL,AURORA,DINALUNGAN,Paleg,RURAL,#REF!,0,0
37704009,NL,AURORA,DINALUNGAN,Simbahan,RURAL,#REF!,0,0
37705001,NL,AURORA,DINGALAN,Aplaya,RURAL,#REF!,0,0
37705002,NL,AURORA,DINGALAN,Butas Na Bato,RURAL,#REF!,0,0
37705003,NL,AURORA,DINGALAN,Cabog (Matawe),RURAL,#REF!,0,0
37705004,NL,AURORA,DINGALAN,Caragsacan,RURAL,#REF!,0,0
37705005,NL,AURORA,DINGALAN,Davildavilan,RURAL,#REF!,0,0
37705006,NL,AURORA,DINGALAN,Dikapanikian,RURAL,#REF!,0,0
37705007,NL,AURORA,DINGALAN,Ibona,RURAL,#REF!,0,0
37705009,NL,AURORA,DINGALAN,Paltic,URBAN,#REF!,0,0
37705010,NL,AURORA,DINGALAN,Poblacion,RURAL,#REF!,0,0
37705011,NL,AURORA,DINGALAN,Tanawan,RURAL,#REF!,0,0
37705013,NL,AURORA,DINGALAN,Umiray (Malamig),RURAL,#REF!,0,0
37706001,NL,AURORA,DIPACULAO,Bayabas,RURAL,#REF!,0,0
